1.5 	0.993193
1.5010017 	0.99315646
1.5020033 	0.99308791
1.503005 	0.99301937
1.5040067 	0.99295082
1.5050083 	0.99288227
1.50601 	0.99281372
1.5070117 	0.99274517
1.5080134 	0.99267662
1.509015 	0.99260807
1.5100167 	0.99253952
1.5110184 	0.99247098
1.51202 	0.99240243
1.5130217 	0.99233388
1.5140234 	0.99226533
1.515025 	0.99219678
1.5160267 	0.99212823
1.5170284 	0.99205968
1.5180301 	0.99199113
1.5190317 	0.99192259
1.5200334 	0.99185404
1.5210351 	0.99178549
1.5220367 	0.99171694
1.5230384 	0.99164839
1.5240401 	0.99157984
1.5250417 	0.99162318
1.5260434 	0.99170167
1.5270451 	0.99178016
1.5280467 	0.99185865
1.5290484 	0.99193715
1.5300501 	0.99201564
1.5310518 	0.99209413
1.5320534 	0.99217262
1.5330551 	0.99225112
1.5340568 	0.99232961
1.5350584 	0.9924081
1.5360601 	0.99248659
1.5370618 	0.99256508
1.5380634 	0.99264358
1.5390651 	0.99272207
1.5400668 	0.99280056
1.5410684 	0.99287905
1.5420701 	0.99295755
1.5430718 	0.99303604
1.5440735 	0.99311453
1.5450751 	0.99319302
1.5460768 	0.99327152
1.5470785 	0.99335001
1.5480801 	0.9934285
1.5490818 	0.99341303
1.5500835 	0.99336286
1.5510851 	0.99334171
1.5520868 	0.99338275
1.5530885 	0.99342378
1.5540902 	0.99346481
1.5550918 	0.99350585
1.5560935 	0.99354688
1.5570952 	0.99358791
1.5580968 	0.99362894
1.5590985 	0.99366998
1.5601002 	0.99371101
1.5611018 	0.99375204
1.5621035 	0.99379308
1.5631052 	0.99383411
1.5641068 	0.99387514
1.5651085 	0.99391618
1.5661102 	0.99395721
1.5671119 	0.99399824
1.5681135 	0.99403928
1.5691152 	0.99408031
1.5701169 	0.99412134
1.5711185 	0.99416238
1.5721202 	0.99420341
1.5731219 	0.99424444
1.5741235 	0.99428548
1.5751252 	0.99429064
1.5761269 	0.99429174
1.5771285 	0.99429284
1.5781302 	0.99429395
1.5791319 	0.99429505
1.5801336 	0.99429616
1.5811352 	0.99429726
1.5821369 	0.99429837
1.5831386 	0.99429947
1.5841402 	0.99430058
1.5851419 	0.99430168
1.5861436 	0.99430279
1.5871452 	0.99430389
1.5881469 	0.99430499
1.5891486 	0.9943061
1.5901503 	0.9943072
1.5911519 	0.99430831
1.5921536 	0.99430941
1.5931553 	0.99431052
1.5941569 	0.99431162
1.5951586 	0.99431273
1.5961603 	0.99431383
1.5971619 	0.99431494
1.5981636 	0.99431604
1.5991653 	0.99430681
1.6001669 	0.99430957
1.6011686 	0.99435447
1.6021703 	0.99439165
1.603172 	0.99442883
1.6041736 	0.99446601
1.6051753 	0.99450319
