1.3 	0.99988324
1.3010017 	0.99987658
1.3020033 	0.99986332
1.303005 	0.99985007
1.3040067 	0.99983681
1.3050083 	0.99982356
1.30601 	0.9998103
1.3070117 	0.99979704
1.3080134 	0.99978379
1.309015 	0.99977053
1.3100167 	0.99975727
1.3110184 	0.99974402
1.31202 	0.99973076
1.3130217 	0.99971751
1.3140234 	0.99970425
1.315025 	0.99969099
1.3160267 	0.99967774
1.3170284 	0.99966448
1.3180301 	0.99965123
1.3190317 	0.99963797
1.3200334 	0.99962471
1.3210351 	0.99961146
1.3220367 	0.9995982
1.3230384 	0.99958495
1.3240401 	0.99957169
1.3250417 	0.99955569
1.3260434 	0.99953555
1.3270451 	0.9995154
1.3280467 	0.99949526
1.3290484 	0.99947511
1.3300501 	0.99945497
1.3310518 	0.99943482
1.3320534 	0.99941468
1.3330551 	0.99939453
1.3340568 	0.99937439
1.3350584 	0.99935425
1.3360601 	0.9993341
1.3370618 	0.99931396
1.3380634 	0.99929381
1.3390651 	0.99927367
1.3400668 	0.99925352
1.3410684 	0.99923338
1.3420701 	0.99921324
1.3430718 	0.99919309
1.3440735 	0.99917295
1.3450751 	0.9991528
1.3460768 	0.99913266
1.3470785 	0.99911251
1.3480801 	0.99909237
1.3490818 	0.99908462
1.3500835 	0.99907526
1.3510851 	0.99906064
1.3520868 	0.99904603
1.3530885 	0.99903142
1.3540902 	0.9990168
1.3550918 	0.99900219
1.3560935 	0.99898757
1.3570952 	0.99897296
1.3580968 	0.99895834
1.3590985 	0.99894373
1.3601002 	0.99892912
1.3611018 	0.9989145
1.3621035 	0.99889989
1.3631052 	0.99888527
1.3641068 	0.99887066
1.3651085 	0.99885604
1.3661102 	0.99884143
1.3671119 	0.99882681
1.3681135 	0.9988122
1.3691152 	0.99879759
1.3701169 	0.99878297
1.3711185 	0.99876836
1.3721202 	0.99875374
1.3731219 	0.99873913
1.3741235 	0.99872451
1.3751252 	0.99866776
1.3761269 	0.9985824
1.3771285 	0.99849703
1.3781302 	0.99841167
1.3791319 	0.99832631
1.3801336 	0.99824094
1.3811352 	0.99815558
1.3821369 	0.99807021
1.3831386 	0.99798485
1.3841402 	0.99789948
1.3851419 	0.99781412
1.3861436 	0.99772875
1.3871452 	0.99764339
1.3881469 	0.99755802
1.3891486 	0.99747266
1.3901503 	0.99738729
1.3911519 	0.99730193
1.3921536 	0.99721656
1.3931553 	0.9971312
1.3941569 	0.99704583
1.3951586 	0.99696047
1.3961603 	0.9968751
1.3971619 	0.99678974
1.3981636 	0.99670437
1.3991653 	0.99661901
1.4001669 	0.99657295
1.4011686 	0.99659435
1.4021703 	0.99661575
1.403172 	0.99663775
1.4041736 	0.99666065
1.4051753 	0.99668355
1.406177 	0.99670645
1.4071786 	0.99672935
1.4081803 	0.99675225
1.409182 	0.99677515
1.4101836 	0.99679805
1.4111853 	0.99682095
1.412187 	0.99684385
1.4131886 	0.99686675
1.4141903 	0.99688964
1.415192 	0.99691254
1.4161937 	0.99693544
1.4171953 	0.99695834
1.418197 	0.99698121
1.4191987 	0.9970006
1.4202003 	0.99702
1.421202 	0.9970394
1.4222037 	0.9970588
1.4232053 	0.99707819
1.424207 	0.99709759
1.4252087 	0.99719615
1.4262104 	0.99730256
1.427212 	0.99740898
1.4282137 	0.99751539
1.4292154 	0.9976218
1.430217 	0.99772822
1.4312187 	0.99783463
1.4322204 	0.99794104
1.433222 	0.99804746
1.4342237 	0.99815387
1.4352254 	0.99826025
1.436227 	0.99836643
1.4372287 	0.9984726
1.4382304 	0.99857877
1.4392321 	0.99868494
1.4402337 	0.99879111
1.4412354 	0.99889728
1.4422371 	0.99900345
